N,P,K,ph,Organic Matter (%),Soil Texture,Irrigation Source,Region,Suitable Crops
31,20,26,6.443168642,4.418704437,Clayey,Tube well,Rawalpindi,"Barley, Maize"
9,17,32,5.842317989,2.800674554,Sandy,Tube well,Bahawalpur,"Dates, Millet"
22,11,29,5.955742971,3.559967298,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
31,6,26,5.741367375,4.595921651,Sandy,Tube well,Lahore,"Wheat, Rice"
34,6,30,5.948342571,2.950793471,Loamy,Tube well,Lahore,"Wheat, Rice"
24,6,32,6.387067562,3.729482969,Clayey,Rain-fed,Multan,"Mango, Wheat"
1,8,26,5.562911913,2.789154814,Sandy,Tube well,Bahawalpur,"Dates, Millet"
31,13,33,5.85971872,3.745417755,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
10,9,28,6.282955073,4.916520458,Clayey,Rain-fed,Lahore,"Wheat, Rice"
36,27,26,6.25449571,1.343707422,Clayey,Tube well,Multan,"Mango, Wheat"
38,24,33,5.973853124,4.720199119,Clayey,Canal,Lahore,"Wheat, Rice"
11,6,25,6.081568052,2.420155338,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
16,14,30,6.37466756,2.337278662,Loamy,Canal,Lahore,"Wheat, Rice"
33,14,35,6.027707171,4.52450549,Sandy,Tube well,Rawalpindi,"Barley, Maize"
16,6,29,5.868285082,4.354671569,Loamy,Tube well,Lahore,"Wheat, Rice"
32,11,31,6.205931638,4.859672475,Loamy,Canal,Lahore,"Wheat, Rice"
38,14,30,5.570745386,2.49697811,Sandy,Tube well,Rawalpindi,"Barley, Maize"
8,6,33,6.095261013,4.053711943,Clayey,Rain-fed,Lahore,"Wheat, Rice"
23,6,33,6.025789594,4.279450541,Loamy,Tube well,Lahore,"Wheat, Rice"
29,25,35,5.542873799,4.654671971,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
24,14,33,6.366219551,1.823915227,Clayey,Tube well,Bahawalpur,"Dates, Millet"
32,12,30,5.579845008,4.982431327,Sandy,Canal,Lahore,"Wheat, Rice"
30,25,31,5.804965067,2.722537521,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
14,21,35,6.121005506,1.543776356,Loamy,Canal,Lahore,"Wheat, Rice"
27,22,29,6.000248647,0.711175535,Clayey,Tube well,Multan,"Mango, Wheat"
40,5,29,5.820978791,3.568107468,Clayey,Tube well,Multan,"Mango, Wheat"
17,11,32,5.620733794,3.90575349,Clayey,Rain-fed,Multan,"Mango, Wheat"
30,30,35,6.001936419,1.402752807,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
28,10,30,6.305740522,2.933959704,Loamy,Tube well,Bahawalpur,"Dates, Millet"
39,7,29,6.362544111,3.572652731,Clayey,Canal,Rawalpindi,"Barley, Maize"
32,20,35,5.588655387,3.644030246,Sandy,Tube well,Rawalpindi,"Barley, Maize"
7,15,32,6.182232762,2.087196696,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
29,17,29,5.959493188,4.367149663,Loamy,Canal,Lahore,"Wheat, Rice"
34,15,34,5.677282678,0.529333393,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
14,23,25,5.612122797,2.32080917,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
18,19,29,6.206077742,3.186675137,Sandy,Tube well,Bahawalpur,"Dates, Millet"
7,21,35,5.764812076,0.838607847,Clayey,Canal,Rawalpindi,"Barley, Maize"
24,27,34,6.203376525,0.999459593,Loamy,Canal,Rawalpindi,"Barley, Maize"
39,29,29,6.143662699,1.508332801,Clayey,Tube well,Lahore,"Wheat, Rice"
29,8,28,6.100429497,4.432230107,Sandy,Tube well,Rawalpindi,"Barley, Maize"
10,24,27,5.708409601,1.318585869,Sandy,Tube well,Rawalpindi,"Barley, Maize"
0,29,32,5.868255858,1.018156384,Loamy,Tube well,Rawalpindi,"Barley, Maize"
32,11,31,6.461225827,3.274639591,Loamy,Tube well,Rawalpindi,"Barley, Maize"
37,10,32,6.165084855,1.016766379,Clayey,Rain-fed,Multan,"Mango, Wheat"
20,29,27,6.047044342,2.821090051,Sandy,Canal,Bahawalpur,"Dates, Millet"
31,29,35,6.137102505,2.043419284,Sandy,Tube well,Rawalpindi,"Barley, Maize"
17,30,27,5.894027065,0.768608184,Clayey,Canal,Multan,"Mango, Wheat"
1,12,30,5.56222383,3.13499755,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
6,13,29,5.832608028,4.406342393,Loamy,Canal,Lahore,"Wheat, Rice"
15,28,32,6.218571874,2.43814757,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
27,24,29,6.142010637,2.936568161,Loamy,Canal,Multan,"Mango, Wheat"
3,23,30,6.078807239,1.736338218,Sandy,Rain-fed,Lahore,"Wheat, Rice"
8,26,26,5.702484758,4.604423719,Loamy,Rain-fed,Multan,"Mango, Wheat"
20,28,26,5.547594847,3.280709017,Sandy,Tube well,Bahawalpur,"Dates, Millet"
26,18,27,5.836075368,1.913271911,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
1,6,35,6.231662767,1.527698283,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
27,30,31,5.718120393,1.895423326,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
23,7,34,5.852038202,2.730595366,Clayey,Canal,Bahawalpur,"Dates, Millet"
0,26,31,5.547933273,3.795207386,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
38,6,25,6.156259104,4.853427999,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
25,12,26,6.436314406,4.17706675,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
40,5,32,5.981169595,4.987939601,Loamy,Rain-fed,Multan,"Mango, Wheat"
0,19,31,6.271952833,3.793687661,Sandy,Tube well,Multan,"Mango, Wheat"
26,9,32,6.470465614,0.575624073,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
35,30,34,6.141502001,2.767624281,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
19,30,30,5.826381164,0.561655531,Loamy,Rain-fed,Multan,"Mango, Wheat"
31,13,33,6.342463714,2.23945115,Sandy,Canal,Rawalpindi,"Barley, Maize"
17,29,26,6.071897347,2.136594979,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
2,30,30,6.331051715,1.220831677,Loamy,Canal,Rawalpindi,"Barley, Maize"
30,13,25,6.413184638,0.714468022,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
8,15,33,5.50158009,1.206285829,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
18,12,35,6.338720873,2.129835564,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
8,28,30,6.015672239,0.924459198,Sandy,Tube well,Lahore,"Wheat, Rice"
40,22,29,5.735364307,3.922352938,Sandy,Canal,Multan,"Mango, Wheat"
27,10,33,6.465906333,3.928437852,Clayey,Tube well,Rawalpindi,"Barley, Maize"
21,20,31,5.855457599,1.180648832,Clayey,Tube well,Bahawalpur,"Dates, Millet"
3,9,35,6.318552973,2.755150363,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
22,16,27,6.006784979,3.246612504,Loamy,Tube well,Bahawalpur,"Dates, Millet"
27,8,30,6.008386283,2.08865175,Loamy,Canal,Multan,"Mango, Wheat"
22,8,33,5.665785202,0.557373201,Loamy,Canal,Bahawalpur,"Dates, Millet"
28,27,32,5.764615485,4.612732939,Sandy,Canal,Multan,"Mango, Wheat"
23,21,26,5.901495544,4.378512213,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
37,5,34,5.779032666,4.687884663,Clayey,Canal,Lahore,"Wheat, Rice"
19,26,29,5.67154928,0.891174408,Sandy,Rain-fed,Lahore,"Wheat, Rice"
133,47,24,7.231324765,2.344401644,Clayey,Tube well,Lahore,"Wheat, Rice"
136,36,20,6.925412377,3.261851749,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
104,47,18,7.633437412,1.188499946,Sandy,Canal,Multan,"Mango, Wheat"
133,47,23,6.827354668,4.556662376,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
126,38,23,6.176716425,2.034931306,Clayey,Tube well,Bahawalpur,"Dates, Millet"
126,50,19,6.628722836,2.953391749,Sandy,Canal,Lahore,"Wheat, Rice"
113,41,20,7.256877571,2.94457759,Clayey,Canal,Rawalpindi,"Barley, Maize"
121,45,22,6.443785385,0.557295684,Loamy,Tube well,Multan,"Mango, Wheat"
121,47,16,7.723240151,4.042081331,Loamy,Canal,Bahawalpur,"Dates, Millet"
129,60,22,5.947448589,3.59918334,Sandy,Tube well,Lahore,"Wheat, Rice"
107,45,25,7.227745516,2.888190091,Loamy,Tube well,Multan,"Mango, Wheat"
122,59,18,6.219469084,3.451632702,Sandy,Rain-fed,Lahore,"Wheat, Rice"
140,38,15,6.021439523,4.411017956,Loamy,Rain-fed,Multan,"Mango, Wheat"
102,49,21,6.253343655,1.432217818,Loamy,Canal,Lahore,"Wheat, Rice"
111,40,25,6.187455799,2.805343251,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
131,35,18,7.057693366,3.024622296,Sandy,Canal,Bahawalpur,"Dates, Millet"
135,43,16,6.720449769,3.294469008,Sandy,Rain-fed,Lahore,"Wheat, Rice"
100,46,18,6.431689506,2.05790443,Clayey,Canal,Rawalpindi,"Barley, Maize"
123,39,24,7.453106264,2.8398157,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
117,56,15,7.368258226,1.570434584,Loamy,Canal,Lahore,"Wheat, Rice"
121,36,24,7.352401887,3.001184056,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
101,58,18,6.652143699,4.813017693,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
107,42,24,6.144631795,0.964121469,Clayey,Canal,Rawalpindi,"Barley, Maize"
100,41,22,7.318802162,3.300911986,Sandy,Tube well,Multan,"Mango, Wheat"
125,39,21,7.954629324,1.690565761,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
105,60,23,6.207652157,3.492125623,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
102,46,19,6.631005298,4.171338401,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
131,49,22,7.306918817,4.217088027,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
139,35,15,5.898293044,1.571320138,Clayey,Tube well,Lahore,"Wheat, Rice"
108,36,19,7.238566893,0.732233655,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
118,45,23,7.977651226,4.421775439,Loamy,Rain-fed,Lahore,"Wheat, Rice"
107,51,22,5.983075895,0.570373262,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
125,60,17,6.785723961,0.766938366,Sandy,Tube well,Multan,"Mango, Wheat"
113,37,20,7.393441155,1.861332747,Loamy,Tube well,Multan,"Mango, Wheat"
131,52,16,6.486068274,2.139869554,Clayey,Canal,Bahawalpur,"Dates, Millet"
115,48,16,7.175934962,4.868840696,Clayey,Canal,Rawalpindi,"Barley, Maize"
113,38,25,7.388265888,2.490434831,Sandy,Tube well,Rawalpindi,"Barley, Maize"
111,41,18,6.10539819,0.511762316,Clayey,Tube well,Rawalpindi,"Barley, Maize"
111,53,19,6.419536555,2.910105974,Sandy,Tube well,Multan,"Mango, Wheat"
122,48,16,6.307585854,4.660448074,Clayey,Tube well,Bahawalpur,"Dates, Millet"
108,46,17,6.93221485,3.355372408,Loamy,Rain-fed,Lahore,"Wheat, Rice"
132,41,22,7.810865753,3.575642126,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
103,42,17,6.527541661,0.515409351,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
133,50,25,7.569454601,4.850042462,Sandy,Tube well,Rawalpindi,"Barley, Maize"
127,37,18,7.041065585,4.129504971,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
110,39,25,7.208795456,4.518135422,Sandy,Tube well,Multan,"Mango, Wheat"
131,38,19,6.814341946,2.907403096,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
108,38,24,7.442217061,2.841068766,Loamy,Tube well,Bahawalpur,"Dates, Millet"
122,40,17,6.854558957,4.686808686,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
111,50,15,7.884550475,3.834787248,Clayey,Tube well,Multan,"Mango, Wheat"
140,40,17,6.006085786,3.243482157,Loamy,Rain-fed,Multan,"Mango, Wheat"
100,40,20,7.432043735,4.507081038,Loamy,Tube well,Bahawalpur,"Dates, Millet"
123,50,16,6.498052108,1.625056654,Clayey,Tube well,Multan,"Mango, Wheat"
107,36,21,6.205263534,4.1004215,Clayey,Tube well,Multan,"Mango, Wheat"
118,50,19,6.360812227,2.697801082,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
103,51,20,7.046607434,1.682778943,Clayey,Canal,Multan,"Mango, Wheat"
133,57,19,7.947011366,4.274744118,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
129,47,20,6.281913858,0.880152468,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
116,52,19,6.114525877,3.591535804,Sandy,Tube well,Bahawalpur,"Dates, Millet"
114,40,23,6.753978061,3.194820501,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
131,60,17,7.425041316,3.167409696,Loamy,Tube well,Rawalpindi,"Barley, Maize"
107,43,18,6.745104394,3.448140324,Loamy,Tube well,Bahawalpur,"Dates, Millet"
123,44,21,7.641116569,1.190346951,Sandy,Rain-fed,Multan,"Mango, Wheat"
112,49,25,6.470135478,2.543612757,Clayey,Tube well,Lahore,"Wheat, Rice"
119,44,15,7.091992365,3.158184094,Loamy,Tube well,Rawalpindi,"Barley, Maize"
130,59,19,6.520403794,1.600184764,Clayey,Rain-fed,Multan,"Mango, Wheat"
127,53,24,6.127939628,2.50558838,Sandy,Canal,Multan,"Mango, Wheat"
134,52,18,7.994679507,0.90165675,Loamy,Canal,Rawalpindi,"Barley, Maize"
109,36,18,7.524707577,3.116365967,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
100,48,17,7.827877818,1.743474473,Sandy,Canal,Multan,"Mango, Wheat"
132,52,19,6.436691764,0.662271896,Clayey,Canal,Lahore,"Wheat, Rice"
102,37,25,5.907930899,1.977845753,Clayey,Canal,Bahawalpur,"Dates, Millet"
111,39,22,6.135025006,4.043731782,Clayey,Tube well,Lahore,"Wheat, Rice"
117,51,15,6.044556594,4.829788121,Clayey,Tube well,Multan,"Mango, Wheat"
136,36,24,7.59781958,2.891061319,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
134,56,18,6.691268104,2.071367816,Clayey,Tube well,Rawalpindi,"Barley, Maize"
112,54,15,6.175492306,1.911714437,Loamy,Rain-fed,Lahore,"Wheat, Rice"
105,56,15,7.272316209,3.217061627,Clayey,Canal,Multan,"Mango, Wheat"
140,45,15,5.801047545,4.146442357,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
126,46,25,6.757457943,3.298966114,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
106,49,24,6.983395573,3.249300059,Sandy,Canal,Multan,"Mango, Wheat"
121,53,19,7.976889498,1.486891444,Sandy,Tube well,Lahore,"Wheat, Rice"
108,60,17,6.558902588,4.348130447,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
116,56,17,7.979090365,1.604280541,Loamy,Canal,Lahore,"Wheat, Rice"
100,52,19,7.903528673,3.344971965,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
129,43,16,6.73210948,3.252040043,Clayey,Tube well,Rawalpindi,"Barley, Maize"
118,44,23,6.691690476,3.170572054,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
117,43,25,7.839849298,4.097975431,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
126,37,21,6.61448588,4.248661919,Sandy,Tube well,Bahawalpur,"Dates, Millet"
120,48,16,7.456971816,2.990008839,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
102,45,16,7.2942193,0.548060005,Sandy,Canal,Bahawalpur,"Dates, Millet"
131,56,20,7.762647875,2.733700628,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
114,40,17,6.363406102,4.625805843,Clayey,Canal,Multan,"Mango, Wheat"
101,37,18,7.63737841,3.741309475,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
106,46,20,6.200671976,1.520257147,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
113,38,20,6.364729934,0.743071869,Sandy,Tube well,Bahawalpur,"Dates, Millet"
102,53,21,6.913678684,2.425313954,Sandy,Tube well,Rawalpindi,"Barley, Maize"
110,39,18,7.766259769,1.654110365,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
107,58,15,7.55606399,4.428984945,Clayey,Tube well,Lahore,"Wheat, Rice"
120,60,15,7.288377241,4.310122957,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
89,47,38,6.002524871,1.815728138,Loamy,Rain-fed,Multan,"Mango, Wheat"
60,37,39,6.033485257,3.486595217,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
63,41,45,7.121933579,1.056951292,Sandy,Canal,Multan,"Mango, Wheat"
86,40,39,6.207459637,1.835229105,Sandy,Rain-fed,Multan,"Mango, Wheat"
96,41,40,6.090060478,2.899895871,Loamy,Rain-fed,Multan,"Mango, Wheat"
100,35,36,6.346715209,1.064608042,Sandy,Tube well,Multan,"Mango, Wheat"
63,37,43,6.661957897,4.909927535,Sandy,Canal,Multan,"Mango, Wheat"
70,43,40,6.176860192,1.107710552,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
67,55,44,7.251847296,0.597988285,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
74,40,40,6.386259978,4.28841133,Loamy,Canal,Lahore,"Wheat, Rice"
89,53,44,7.319735475,0.836737553,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
74,46,45,6.025028997,3.100751406,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
89,41,38,6.344751947,4.642988765,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
60,55,40,7.02777956,1.736834084,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
67,43,38,7.299304715,0.503287654,Loamy,Rain-fed,Lahore,"Wheat, Rice"
70,38,35,7.014063944,2.335667423,Loamy,Tube well,Bahawalpur,"Dates, Millet"
74,49,38,7.488014404,2.002469513,Sandy,Tube well,Lahore,"Wheat, Rice"
90,40,39,6.626503893,4.01132861,Clayey,Tube well,Rawalpindi,"Barley, Maize"
82,35,44,6.239011,1.386879195,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
73,45,37,6.742688094,0.638746262,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
85,53,38,6.588017308,1.004798058,Sandy,Canal,Multan,"Mango, Wheat"
81,56,36,7.097586415,0.947699381,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
84,55,38,6.956682743,4.034894154,Sandy,Tube well,Bahawalpur,"Dates, Millet"
80,45,42,7.380396262,0.510238441,Sandy,Canal,Rawalpindi,"Barley, Maize"
76,54,45,6.176618831,2.888333633,Sandy,Tube well,Lahore,"Wheat, Rice"
76,56,39,6.551130445,3.151379593,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
81,40,45,6.427726565,1.510059607,Loamy,Tube well,Rawalpindi,"Barley, Maize"
76,44,45,6.740947635,1.743915099,Loamy,Canal,Lahore,"Wheat, Rice"
69,47,40,6.130136384,1.884486025,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
82,40,45,6.667633355,3.304708473,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
69,57,35,6.186814392,2.930214672,Clayey,Rain-fed,Multan,"Mango, Wheat"
81,36,38,6.334837865,0.507304127,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
67,60,38,7.16214284,3.496734819,Loamy,Tube well,Multan,"Mango, Wheat"
72,51,40,7.422318499,4.24158369,Clayey,Canal,Lahore,"Wheat, Rice"
65,39,45,6.768001309,2.250217357,Clayey,Tube well,Bahawalpur,"Dates, Millet"
78,50,43,6.348441469,1.301959734,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
77,52,41,6.097294061,3.23667905,Loamy,Tube well,Rawalpindi,"Barley, Maize"
89,52,42,6.14132902,4.340692072,Clayey,Canal,Lahore,"Wheat, Rice"
62,49,37,7.479248124,1.882287647,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
90,48,45,6.509174789,4.645729734,Clayey,Canal,Multan,"Mango, Wheat"
66,47,36,6.57256106,1.610299794,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
80,52,39,7.165696848,1.481822936,Sandy,Tube well,Bahawalpur,"Dates, Millet"
89,52,45,7.207457208,0.625428935,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
77,51,44,7.124333547,1.694802871,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
94,37,41,6.463538707,1.787254149,Sandy,Tube well,Rawalpindi,"Barley, Maize"
75,41,35,6.856833064,1.495284508,Sandy,Tube well,Lahore,"Wheat, Rice"
60,55,36,7.132389299,3.120263901,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
62,56,35,6.235357638,2.030765603,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
84,40,42,6.704273839,2.878256394,Sandy,Tube well,Rawalpindi,"Barley, Maize"
100,56,40,7.433313409,2.980255875,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
75,56,44,6.109478059,3.186792857,Clayey,Canal,Rawalpindi,"Barley, Maize"
78,46,42,7.095413294,3.542662977,Sandy,Canal,Lahore,"Wheat, Rice"
82,48,36,6.352076783,1.317722537,Clayey,Canal,Lahore,"Wheat, Rice"
100,58,41,6.658769991,3.818587082,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
88,50,40,7.051822472,3.389472033,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
67,41,40,7.333143205,4.988611176,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
72,42,43,6.352771037,2.735832597,Clayey,Tube well,Rawalpindi,"Barley, Maize"
89,40,43,7.124050134,4.653915163,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
89,57,43,6.998787171,2.572002879,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
61,41,44,6.537914958,4.24757234,Loamy,Tube well,Lahore,"Wheat, Rice"
79,45,43,7.171054239,1.138083827,Sandy,Tube well,Multan,"Mango, Wheat"
84,40,43,7.228268228,4.769830181,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
98,43,35,7.319952206,0.836901607,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
75,36,44,6.613341343,2.248247285,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
89,58,35,6.096838784,1.158229782,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
91,41,37,6.132570523,1.778786579,Loamy,Tube well,Multan,"Mango, Wheat"
77,48,36,7.36008498,0.69534446,Loamy,Canal,Lahore,"Wheat, Rice"
66,58,35,7.321619041,4.291172126,Sandy,Canal,Lahore,"Wheat, Rice"
62,59,41,7.175170657,2.53565834,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
82,35,35,7.299076163,2.338592643,Loamy,Canal,Rawalpindi,"Barley, Maize"
61,41,35,6.842966479,0.940243703,Sandy,Rain-fed,Multan,"Mango, Wheat"
99,57,38,6.356295568,2.386856807,Sandy,Tube well,Rawalpindi,"Barley, Maize"
70,42,43,6.508342839,2.218254177,Sandy,Canal,Lahore,"Wheat, Rice"
90,59,35,7.098227926,0.865269879,Loamy,Rain-fed,Multan,"Mango, Wheat"
73,43,42,6.310699968,4.304432518,Loamy,Tube well,Bahawalpur,"Dates, Millet"
67,46,44,7.093328631,3.270850938,Loamy,Rain-fed,Lahore,"Wheat, Rice"
84,37,42,6.691074249,1.658485768,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
72,41,36,6.187746776,3.738434512,Sandy,Tube well,Multan,"Mango, Wheat"
71,56,37,6.491506245,3.288680263,Clayey,Rain-fed,Multan,"Mango, Wheat"
64,53,38,6.855362875,2.092884481,Sandy,Rain-fed,Lahore,"Wheat, Rice"
65,54,39,7.124571593,1.39474357,Loamy,Canal,Bahawalpur,"Dates, Millet"
60,58,37,6.067302109,2.70395928,Sandy,Tube well,Lahore,"Wheat, Rice"
86,39,43,6.432051512,0.657514286,Sandy,Tube well,Rawalpindi,"Barley, Maize"
90,50,44,6.253408852,0.959737833,Loamy,Tube well,Multan,"Mango, Wheat"
91,38,36,7.287318723,3.580691636,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
87,48,38,7.161865733,1.381325925,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
72,41,36,6.065898283,2.138687972,Sandy,Rain-fed,Lahore,"Wheat, Rice"
71,54,35,7.311077075,2.974799336,Clayey,Rain-fed,Multan,"Mango, Wheat"
82,46,41,6.581693772,2.509429914,Sandy,Tube well,Bahawalpur,"Dates, Millet"
71,52,43,6.732826127,1.773005874,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
80,43,43,6.014572075,0.519231984,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
77,55,43,6.663559451,2.277187097,Loamy,Tube well,Multan,"Mango, Wheat"
95,57,41,6.434610995,4.671148808,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
63,47,35,7.432768147,4.352043264,Clayey,Rain-fed,Multan,"Mango, Wheat"
93,43,38,6.987332927,2.223002292,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
87,44,43,6.718725189,1.88404312,Clayey,Tube well,Rawalpindi,"Barley, Maize"
88,52,39,6.880204617,4.618904098,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
90,39,37,6.86106911,1.046262314,Loamy,Rain-fed,Lahore,"Wheat, Rice"
90,39,43,6.7693455,3.454670972,Sandy,Canal,Lahore,"Wheat, Rice"
84,38,43,7.26158085,3.067773175,Sandy,Tube well,Lahore,"Wheat, Rice"
91,21,26,7.261313694,0.716991511,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
107,21,26,7.235070264,2.894370587,Loamy,Rain-fed,Lahore,"Wheat, Rice"
83,38,35,7.18915558,3.626324648,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
108,24,31,6.431899748,3.552095408,Sandy,Rain-fed,Multan,"Mango, Wheat"
116,28,34,6.42321105,2.418229054,Loamy,Canal,Rawalpindi,"Barley, Maize"
116,23,25,6.869720196,1.410544363,Sandy,Tube well,Lahore,"Wheat, Rice"
109,31,27,6.973839707,3.727336442,Sandy,Canal,Lahore,"Wheat, Rice"
89,25,34,7.184801627,2.207140426,Clayey,Canal,Lahore,"Wheat, Rice"
118,18,32,6.351823783,1.618895867,Sandy,Canal,Rawalpindi,"Barley, Maize"
111,32,34,6.392048018,4.6938974,Sandy,Canal,Rawalpindi,"Barley, Maize"
84,36,28,6.119892347,4.886375684,Sandy,Canal,Lahore,"Wheat, Rice"
85,33,25,6.910823945,1.386738637,Loamy,Canal,Lahore,"Wheat, Rice"
99,15,27,6.501157208,2.694729347,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
81,30,31,7.027585559,1.045350726,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
95,39,29,7.13411409,1.513450984,Clayey,Tube well,Multan,"Mango, Wheat"
81,34,30,6.647765997,2.975772059,Loamy,Canal,Rawalpindi,"Barley, Maize"
80,15,28,6.703270635,1.593608054,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
104,20,26,7.493191968,0.827247534,Clayey,Tube well,Multan,"Mango, Wheat"
109,29,28,6.724688503,1.985591126,Sandy,Tube well,Bahawalpur,"Dates, Millet"
